277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.880098,-135.1999077,2.840208541
277.8924649,-135.2091023,2.839902523
277.9221518,-135.2321253,2.839155575
277.9543688,-135.2571105,2.838344969
277.9850064,-135.280871,2.837574098
278.0146965,-135.3038966,2.836827068
278.0456501,-135.3279021,2.83604825
278.0759719,-135.3514176,2.835285326
278.1050303,-135.3739533,2.834554191
278.1353521,-135.3974688,2.833791267
278.1650422,-135.4204944,2.833044238
278.1956799,-135.4442549,2.832273367
278.2256858,-135.4675255,2.83151839
278.255376,-135.4905511,2.830771361
278.287277,-135.5152914,2.829968701
278.3182305,-135.5392968,2.829189883
278.3482365,-135.5625674,2.828434906
278.3795059,-135.5868178,2.827648141
278.4107753,-135.6110681,2.826861376
278.4422204,-135.6354508,2.826070241
278.4780469,-135.6632303,2.825168879
278.5151187,-135.6919802,2.824236126
278.5528942,-135.7212697,2.823280124
278.5968334,-135.7553377,2.822174312
278.6412278,-135.7897654,2.821054749
278.6846274,-135.8234128,2.819959639
278.736204,-135.8633987,2.818657853
278.7893628,-135.9046218,2.81731587
278.845359,-135.9480401,2.81590228
278.9078596,-135.9964822,2.814324723
278.9748914,-136.0484608,2.81263247
279.039892,-136.0988642,2.810991495
279.1062467,-136.1503177,2.809316332
279.1719244,-136.2012462,2.807658263
279.2369249,-136.2516497,2.806017286
279.3032797,-136.3031032,2.804342123
279.3689574,-136.3540317,2.802684053
279.4373434,-136.4070603,2.800957608
279.5003127,-136.4558887,2.799367912
279.5646362,-136.5057671,2.797744029
279.6307028,-136.5569775,2.796076397
279.7039084,-136.6137171,2.794228621
279.7899351,-136.6804198,2.792056894
279.8661302,-136.7394993,2.790133365
279.9464218,-136.8017552,2.78810642
280.0299903,-136.866552,2.785990534
280.1078238,-136.926902,2.784019185
280.1881152,-136.9891577,2.781985432
