0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.02,0,0
0.07,0,0
0.13,0,0
0.21,0,0
0.31,0,0
0.43,0,0
0.57,0,0
0.73,0,0
0.91,0,0
1.13,0,0
1.54,0,0
1.97,0,0
2.4,0,0
2.83,0,0
3.27,0,0
3.72,0,0
4.17,0,0
4.63,0,0
5.04,0,0
5.36,0,0
5.71,0,0
6.08,0,0
6.58,0,0
7.08,0,0
7.6,0,0
8.12,0,0
8.64,0,0
9.17,0,0
9.7,0,0
10.17,0,0
10.7,0,0
11.26,0,0
11.83,0,0
12.4,0,0
12.96,0,0
13.51,0,0
14.08,0,0
14.66,0,0
15.27,0,0
15.9,0,0
16.52,0,0
17.15,0,0
17.77,0,0
18.4,0,0
19.02,0,0
19.65,0,0
20.27,0,0
20.9,0,0
21.52,0,0
22.15,0,0
22.77,0,0
23.4,0,0
24.02,0,0
24.65,0,0
25.27,0,0
25.9,0,0
26.53,0,0
27.15,0,0
27.78,0,0
28.4,0,0
29.03,0,0
29.65,0,0
30.28,0,0
30.9,0,0
31.53,0,0
32.15,0,0
32.78,0,0
33.4,0,0
34.03,0,0
34.65,0,0
35.28,0,0
35.9,0,0
36.53,0,0
37.16,0,0
37.78,0,0
38.41,0,0
39.03,0,0
39.66,0,0
40.28,0,0
40.91,0,0
41.53,0,0
42.16,0,0
42.78,0,0
43.41,0,0
44.03,0,0
44.66,0,0
45.28,0,0
45.91,0,0
46.53,0,0
47.16,0,0
47.79,0,0
48.41,0,0
49.04,0,0
49.66,0,0
50.29,0,0
50.91,0,0
51.54,0,0
52.16,0,0
52.79,0,0
